"","doy","t","temp","seas","thresh","X5Ev"
"11532",210,2013-07-28,26.65,27.964,30.1236,0
"11533",211,2013-07-29,27.21,27.946,30.1066,0
"11534",212,2013-07-30,27.07,27.9273,30.0879,0
"11535",213,2013-07-31,26.82,27.9065,30.0648,0
"11536",214,2013-08-01,25.88,27.883,30.0394,0
"11537",215,2013-08-02,26.11,27.856,30.011,0
"11538",216,2013-08-03,27.3,27.8249,29.9775,0
"11539",217,2013-08-04,27.25,27.7882,29.9411,0
"11540",218,2013-08-05,26.58,27.7479,29.9016,0
"11541",219,2013-08-06,25.05,27.7059,29.8585,0
"11542",220,2013-08-07,24.83,27.6622,29.8121,0
"11543",221,2013-08-08,26.39,27.6167,29.7584,0
"11544",222,2013-08-09,27.88,27.57,29.7023,0
"11545",223,2013-08-10,28.57,27.5237,29.6463,0
"11546",224,2013-08-11,28.27,27.4778,29.586,0
"11547",225,2013-08-12,28.86,27.431,29.5214,0
"11548",226,2013-08-13,29.07,27.3837,29.4557,0
"11549",227,2013-08-14,27.4,27.3348,29.3924,0
"11550",228,2013-08-15,25.04,27.2835,29.333,0
"11551",229,2013-08-16,23.95,27.2285,29.274,0
"11552",230,2013-08-17,23.54,27.1694,29.2139,0
"11553",231,2013-08-18,23.1,27.1069,29.1556,0
"11554",232,2013-08-19,23,27.0421,29.0931,0
"11555",233,2013-08-20,24.14,26.9747,29.027,0
"11556",234,2013-08-21,25.65,26.9039,28.957,0
"11557",235,2013-08-22,26.77,26.8306,28.8829,0
"11558",236,2013-08-23,26.79,26.7548,28.8075,0
"11559",237,2013-08-24,25.8,26.676,28.7297,0
"11560",238,2013-08-25,25.08,26.5965,28.6496,0
"11561",239,2013-08-26,24.89,26.5178,28.568,0
"11562",240,2013-08-27,25.44,26.4389,28.4884,0
"11563",241,2013-08-28,26.48,26.3571,28.4114,0
"11564",242,2013-08-29,26.64,26.2708,28.3342,0
"11565",243,2013-08-30,26.41,26.1795,28.2549,0
"11566",244,2013-08-31,26.96,26.0833,28.1719,0
"11567",245,2013-09-01,27.4,25.9823,28.0858,0
"11568",246,2013-09-02,27.36,25.8775,27.9952,0
"11569",247,2013-09-03,27.32,25.7696,27.9069,0
"11570",248,2013-09-04,26.55,25.6585,27.8143,0
"11571",249,2013-09-05,26.55,25.5425,27.7208,0
"11572",250,2013-09-06,25.74,25.4208,27.623,0
"11573",251,2013-09-07,24.67,25.2953,27.5164,0
"11574",252,2013-09-08,24.63,25.1678,27.4077,0
"11575",253,2013-09-09,25.11,25.0387,27.3005,0
"11576",254,2013-09-10,25.78,24.9054,27.187,0
"11577",255,2013-09-11,26.65,24.767,27.0722,0
"11578",256,2013-09-12,27.15,24.6236,26.9556,0
"11579",257,2013-09-13,26.6,24.4754,26.834,0
"11580",258,2013-09-14,24.78,24.3235,26.7079,0
"11581",259,2013-09-15,23.4,24.1692,26.5764,0
"11582",260,2013-09-16,22.99,24.012,26.4447,0
"11583",261,2013-09-17,21.63,23.8522,26.3147,0
"11584",262,2013-09-18,20.33,23.6888,26.1848,0
"11585",263,2013-09-19,20.86,23.5205,26.0532,0
"11586",264,2013-09-20,21.57,23.3478,25.9234,0
"11587",265,2013-09-21,22.51,23.1723,25.7953,0
"11588",266,2013-09-22,23.09,22.9946,25.6699,0
"11589",267,2013-09-23,21.41,22.8152,25.5424,0
"11590",268,2013-09-24,20.15,22.6339,25.4124,0
"11591",269,2013-09-25,20.48,22.4488,25.2722,0
"11592",270,2013-09-26,21.4,22.2588,25.1187,0
"11593",271,2013-09-27,21.18,22.066,24.9453,0
"11594",272,2013-09-28,20.18,21.8713,24.7726,0
"11595",273,2013-09-29,19.88,21.675,24.5972,0
"11596",274,2013-09-30,19.73,21.4787,24.4213,0
"11597",275,2013-10-01,20.34,21.2822,24.245,0
"11598",276,2013-10-02,21.73,21.0847,24.0694,0
"11599",277,2013-10-03,22.85,20.8849,23.8938,0
"11600",278,2013-10-04,23.61,20.683,23.717,0
"11601",279,2013-10-05,24.57,20.4805,23.5344,0
"11602",280,2013-10-06,24.94,20.2781,23.3387,0
"11603",281,2013-10-07,24.58,20.0768,23.1454,0
"11604",282,2013-10-08,21.74,19.8746,22.9602,0
"11605",283,2013-10-09,18.57,19.6677,22.7663,0
"11606",284,2013-10-10,18.26,19.4553,22.5638,0
"11607",285,2013-10-11,19.52,19.2395,22.3607,0
"11608",286,2013-10-12,20.28,19.0234,22.155,0
"11609",287,2013-10-13,20.21,18.8089,21.9497,0
"11610",288,2013-10-14,19.63,18.5964,21.7493,0
"11611",289,2013-10-15,19,18.3837,21.5495,0
"11612",290,2013-10-16,19.56,18.169,21.3423,0
"11613",291,2013-10-17,20.5,17.9528,21.1343,0
"11614",292,2013-10-18,20.43,17.7348,20.9249,0
"11615",293,2013-10-19,18.96,17.516,20.7114,0
"11616",294,2013-10-20,18.32,17.3002,20.4958,0
"11617",295,2013-10-21,17.37,17.0892,20.2792,0
"11618",296,2013-10-22,17.29,16.88,20.0615,0
"11619",297,2013-10-23,16.81,16.6694,19.832,0
"11620",298,2013-10-24,14.85,16.4568,19.5933,0
"11621",299,2013-10-25,13.65,16.2415,19.3507,0
"11622",300,2013-10-26,13.15,16.0265,19.1181,0
"11623",301,2013-10-27,13.32,15.8131,18.9042,0
"11624",302,2013-10-28,13.53,15.6004,18.714,0
"11625",303,2013-10-29,14.33,15.3883,18.5198,0
"11626",304,2013-10-30,15.13,15.1774,18.3224,0
"11627",305,2013-10-31,16.23,14.9666,18.1223,0
"11628",306,2013-11-01,17.5,14.7565,17.9127,0
"11629",307,2013-11-02,18.21,14.5487,17.7052,0
"11630",308,2013-11-03,16.33,14.344,17.5037,0
"11631",309,2013-11-04,13.37,14.1418,17.2977,0
"11632",310,2013-11-05,12.54,13.9428,17.1032,0
"11633",311,2013-11-06,13.53,13.7469,16.9218,0
"11634",312,2013-11-07,14.87,13.5535,16.7422,0
"11635",313,2013-11-08,13.05,13.363,16.5608,0
"11636",314,2013-11-09,11.61,13.1783,16.3956,0
"11637",315,2013-11-10,11.47,12.9994,16.2363,0
"11638",316,2013-11-11,10.79,12.8252,16.0789,0
"11639",317,2013-11-12,10.45,12.6525,15.9269,0
"11640",318,2013-11-13,7.61,12.48,15.7762,0
"11641",319,2013-11-14,7.29,12.3077,15.6211,0
"11642",320,2013-11-15,7.83,12.1363,15.4594,0
"11643",321,2013-11-16,9.51,11.9662,15.3066,0
"11644",322,2013-11-17,10.83,11.7965,15.1546,0
"11645",323,2013-11-18,12.79,11.6255,15.0009,0
"11646",324,2013-11-19,11.66,11.4545,14.8449,0
"11647",325,2013-11-20,9.7,11.2817,14.6935,0
"11648",326,2013-11-21,9.57,11.1065,14.5396,0
"11649",327,2013-11-22,10.53,10.9302,14.3814,0
"11650",328,2013-11-23,11.61,10.7557,14.2314,0
"11651",329,2013-11-24,7.17,10.5838,14.0846,0
"11652",330,2013-11-25,3.89,10.4155,13.9445,0
"11653",331,2013-11-26,4.56,10.2496,13.806,0
"11654",332,2013-11-27,7.86,10.0848,13.6679,0
"11655",333,2013-11-28,5.28,9.9213,13.5156,0
"11656",334,2013-11-29,4.8,9.7608,13.3599,0
"11657",335,2013-11-30,4.63,9.6018,13.2046,0
"11658",336,2013-12-01,5.4,9.4434,13.0546,0
"11659",337,2013-12-02,5.8,9.2865,12.9072,0
"11660",338,2013-12-03,6.73,9.1319,12.761,0
"11661",339,2013-12-04,7.88,8.9805,12.6149,0
"11662",340,2013-12-05,9.25,8.8322,12.4736,0
"11663",341,2013-12-06,11,8.6849,12.3315,0
"11664",342,2013-12-07,10.44,8.5388,12.1905,0
"11665",343,2013-12-08,7.63,8.3956,12.0514,0
"11666",344,2013-12-09,6.69,8.2551,11.9139,0
"11667",345,2013-12-10,6.69,8.1163,11.7759,0
"11668",346,2013-12-11,5.58,7.9802,11.6431,0
"11669",347,2013-12-12,4.98,7.8476,11.5173,0
"11670",348,2013-12-13,3.93,7.7193,11.3912,0
"11671",349,2013-12-14,4.35,7.5941,11.2689,0
"11672",350,2013-12-15,6.36,7.4708,11.152,0
"11673",351,2013-12-16,6.37,7.3496,11.0463,0
"11674",352,2013-12-17,6.65,7.2318,10.9447,0
"11675",353,2013-12-18,6.98,7.119,10.8438,0
"11676",354,2013-12-19,6.31,7.0125,10.7459,0
"11677",355,2013-12-20,6.79,6.9116,10.6552,0
"11678",356,2013-12-21,8.32,6.8156,10.5678,0
"11679",357,2013-12-22,10.63,6.7238,10.4795,0
"11680",358,2013-12-23,12.55,6.6371,10.3959,0
"11681",359,2013-12-24,10.88,6.5553,10.3151,0
"11682",360,2013-12-25,6.83,6.4788,10.2468,0
"11683",361,2013-12-26,5.37,6.4067,10.1791,0
"11684",362,2013-12-27,5.05,6.3381,10.113,0
"11685",363,2013-12-28,5.42,6.2717,10.0359,0
"11686",364,2013-12-29,6.75,6.2073,9.9708,0
"11687",365,2013-12-30,7.62,6.1436,9.912,0
"11688",366,2013-12-31,6.97,6.0814,9.8597,0
"11689",1,2014-01-01,5.85,6.0213,9.8011,0
"11690",2,2014-01-02,6.11,5.9619,9.754,0
"11691",3,2014-01-03,4.83,5.9009,9.7066,0
"11692",4,2014-01-04,2.31,5.8374,9.6579,0
"11693",5,2014-01-05,3.34,5.7714,9.6088,0
"11694",6,2014-01-06,5.8,5.7045,9.5577,0
"11695",7,2014-01-07,2.57,5.6374,9.5112,0
"11696",8,2014-01-08,-0.74,5.5699,9.4651,0
"11697",9,2014-01-09,0.63,5.502,9.4208,0
"11698",10,2014-01-10,1.89,5.4345,9.3773,0
"11699",11,2014-01-11,4.67,5.3679,9.3366,0
"11700",12,2014-01-12,7.54,5.3027,9.2992,0
"11701",13,2014-01-13,7.59,5.2419,9.2635,0
"11702",14,2014-01-14,8.05,5.1875,9.2345,0
"11703",15,2014-01-15,7.62,5.1398,9.2087,0
"11704",16,2014-01-16,7.15,5.0977,9.1791,0
"11705",17,2014-01-17,5.91,5.0599,9.1451,0
"11706",18,2014-01-18,6.18,5.0258,9.1079,0
"11707",19,2014-01-19,4.97,4.9966,9.0707,0
"11708",20,2014-01-20,5.27,4.973,9.0358,0
"11709",21,2014-01-21,5.4,4.9544,9.0038,0
"11710",22,2014-01-22,1.78,4.9391,8.9754,0
"11711",23,2014-01-23,-0.12,4.9265,8.9499,0
"11712",24,2014-01-24,-0.91,4.9139,8.9199,0
"11713",25,2014-01-25,-1.53,4.8999,8.8824,0
"11714",26,2014-01-26,-1.21,4.8851,8.8452,0
"11715",27,2014-01-27,0.18,4.872,8.8028,0
"11716",28,2014-01-28,-0.48,4.8633,8.7773,0
"11717",29,2014-01-29,-1.5,4.8586,8.7576,0
"11718",30,2014-01-30,-1.23,4.8581,8.7475,0
"11719",31,2014-01-31,-0.67,4.8622,8.7375,0
"11720",32,2014-02-01,0.45,4.8726,8.7415,0
"11721",33,2014-02-02,2.69,4.8924,8.7525,0
"11722",34,2014-02-03,3.9,4.9223,8.7727,0
"11723",35,2014-02-04,3.68,4.9625,8.8017,0
"11724",36,2014-02-05,3.79,5.0122,8.8341,0
"11725",37,2014-02-06,3.76,5.0696,8.8699,0
"11726",38,2014-02-07,3.68,5.1328,8.9063,0
"11727",39,2014-02-08,3.53,5.201,8.9503,0
"11728",40,2014-02-09,2.61,5.274,8.9925,0
"11729",41,2014-02-10,2.78,5.3505,9.0341,0
"11730",42,2014-02-11,1.43,5.4305,9.0845,0
"11731",43,2014-02-12,0.38,5.5118,9.1323,0
"11732",44,2014-02-13,1.86,5.5905,9.1835,0
"11733",45,2014-02-14,3.73,5.6664,9.2309,0
"11734",46,2014-02-15,4.56,5.7408,9.2794,0
"11735",47,2014-02-16,3.02,5.8161,9.3361,0
"11736",48,2014-02-17,3.13,5.8954,9.4032,0
"11737",49,2014-02-18,4.53,5.979,9.4767,0
"11738",50,2014-02-19,6.45,6.0658,9.5594,0
"11739",51,2014-02-20,7.81,6.1568,9.6482,0
"11740",52,2014-02-21,8.74,6.2525,9.7369,0
"11741",53,2014-02-22,9.72,6.3542,9.8334,0
"11742",54,2014-02-23,9.63,6.4623,9.9337,0
"11743",55,2014-02-24,9.59,6.5795,10.0538,0
"11744",56,2014-02-25,7.5,6.7067,10.1928,0
"11745",57,2014-02-26,5.62,6.842,10.3477,0
"11746",58,2014-02-27,4.95,6.9817,10.5159,0
"11747",59,2014-02-28,3.6,7.1233,10.6843,0
"11748",61,2014-03-01,2.16,7.4115,11.0181,0
"11749",62,2014-03-02,6.05,7.5576,11.189,0
"11750",63,2014-03-03,5.14,7.704,11.3502,0
"11751",64,2014-03-04,1.88,7.8476,11.5052,0
"11752",65,2014-03-05,2.66,7.9885,11.6533,0
"11753",66,2014-03-06,2.92,8.126,11.795,0
"11754",67,2014-03-07,3.32,8.2612,11.936,0
"11755",68,2014-03-08,4.75,8.3979,12.0772,0
"11756",69,2014-03-09,6.99,8.539,12.2196,0
"11757",70,2014-03-10,7.64,8.6832,12.3589,0
"11758",71,2014-03-11,8.87,8.8316,12.507,0
"11759",72,2014-03-12,10.38,8.9842,12.6572,0
"11760",73,2014-03-13,7.31,9.1412,12.8028,0
"11761",74,2014-03-14,5.3,9.3031,12.9569,0
"11762",75,2014-03-15,8.14,9.4715,13.1131,0
"11763",76,2014-03-16,8.44,9.6452,13.2698,0
"11764",77,2014-03-17,4.99,9.8222,13.4245,0
"11765",78,2014-03-18,4.43,10.0014,13.5852,0
"11766",79,2014-03-19,5.95,10.1795,13.7394,0
"11767",80,2014-03-20,8.85,10.3563,13.9018,0
"11768",81,2014-03-21,10.47,10.5331,14.0602,0
"11769",82,2014-03-22,11.7,10.7089,14.2141,0
"11770",83,2014-03-23,11.32,10.8835,14.3766,0
"11771",84,2014-03-24,8.41,11.0559,14.5345,0
"11772",85,2014-03-25,6.97,11.2245,14.6995,0
"11773",86,2014-03-26,4.91,11.3884,14.8566,0
"11774",87,2014-03-27,4.77,11.5488,15.0043,0
"11775",88,2014-03-28,7.58,11.7091,15.1545,0
"11776",89,2014-03-29,10.63,11.8693,15.3095,0
"11777",90,2014-03-30,10.71,12.0308,15.4585,0
"11778",91,2014-03-31,8.66,12.1943,15.6099,0
"11779",92,2014-04-01,9.59,12.3604,15.7625,0
"11780",93,2014-04-02,11.01,12.5287,15.9123,0
"11781",94,2014-04-03,12.41,12.6979,16.0677,0
"11782",95,2014-04-04,12.98,12.869,16.2253,0
"11783",96,2014-04-05,14.3,13.0438,16.386,0
"11784",97,2014-04-06,13.77,13.2223,16.5527,0
"11785",98,2014-04-07,12.67,13.4043,16.7245,0
"11786",99,2014-04-08,13.08,13.5859,16.8968,0
"11787",100,2014-04-09,14,13.7649,17.0704,0
"11788",101,2014-04-10,15.25,13.9414,17.2455,0
"11789",102,2014-04-11,16.33,14.1148,17.4184,0
"11790",103,2014-04-12,17.46,14.2856,17.5934,0
"11791",104,2014-04-13,18.44,14.4541,17.7742,0
"11792",105,2014-04-14,18.88,14.621,17.9543,0
"11793",106,2014-04-15,17.92,14.7856,18.1308,0
"11794",107,2014-04-16,13.35,14.9473,18.3055,0
"11795",108,2014-04-17,11.8,15.1081,18.4823,0
"11796",109,2014-04-18,11.04,15.2684,18.6515,0
"11797",110,2014-04-19,11.31,15.4306,18.8206,0
"11798",111,2014-04-20,11.94,15.5963,18.9901,0
"11799",112,2014-04-21,12.42,15.7656,19.1611,0
"11800",113,2014-04-22,14.48,15.9379,19.3378,0
"11801",114,2014-04-23,15.33,16.1108,19.5075,0
"11802",115,2014-04-24,13.56,16.283,19.68,0
"11803",116,2014-04-25,14.03,16.4571,19.8464,0
"11804",117,2014-04-26,15.41,16.6356,20.0149,0
"11805",118,2014-04-27,16.66,16.8179,20.1844,0
"11806",119,2014-04-28,15.65,16.9994,20.3413,0
"11807",120,2014-04-29,13,17.1802,20.4866,0
"11808",121,2014-04-30,14.1,17.3582,20.6351,0
"11809",122,2014-05-01,16.63,17.533,20.7789,0
"11810",123,2014-05-02,17.8,17.7044,20.9309,0
"11811",124,2014-05-03,18.19,17.8725,21.0838,0
"11812",125,2014-05-04,19.2,18.04,21.2405,0
"11813",126,2014-05-05,18.5,18.2095,21.4041,0
"11814",127,2014-05-06,18.1,18.3775,21.5653,0
"11815",128,2014-05-07,18.28,18.5419,21.7265,0
"11816",129,2014-05-08,19.78,18.7034,21.8887,0
"11817",130,2014-05-09,21.53,18.8654,22.061,0
"11818",131,2014-05-10,22.06,19.0297,22.243,0
"11819",132,2014-05-11,22.51,19.1987,22.4302,0
"11820",133,2014-05-12,23.71,19.3728,22.6215,0
"11821",134,2014-05-13,24.58,19.5508,22.8175,0
"11822",135,2014-05-14,22.14,19.7297,23.0056,0
"11823",136,2014-05-15,22.77,19.9083,23.1873,0
"11824",137,2014-05-16,21.82,20.0858,23.3671,0
"11825",138,2014-05-17,20.78,20.2644,23.5461,0
"11826",139,2014-05-18,20.64,20.4443,23.7201,0
"11827",140,2014-05-19,20.42,20.6264,23.8924,0
"11828",141,2014-05-20,20.6,20.8096,24.0728,0
"11829",142,2014-05-21,22.05,20.991,24.2427,0
"11830",143,2014-05-22,23.24,21.1689,24.4173,0
"11831",144,2014-05-23,23.4,21.3426,24.5876,0
"11832",145,2014-05-24,22.62,21.5142,24.7548,0
"11833",146,2014-05-25,22.9,21.6873,24.9236,0
"11834",147,2014-05-26,24.02,21.8602,25.094,0
"11835",148,2014-05-27,25.2,22.0319,25.2609,0
"11836",149,2014-05-28,25.73,22.2011,25.4295,0
"11837",150,2014-05-29,21.31,22.3695,25.6025,0
"11838",151,2014-05-30,19.36,22.5376,25.7773,0
"11839",152,2014-05-31,20.3,22.7064,25.9525,0
"11840",153,2014-06-01,20.74,22.8766,26.1302,0
"11841",154,2014-06-02,21.48,23.0476,26.2985,0
"11842",155,2014-06-03,22.7,23.2198,26.4651,0
"11843",156,2014-06-04,24.8,23.3916,26.626,0
"11844",157,2014-06-05,25.6,23.5615,26.7773,0
"11845",158,2014-06-06,25.38,23.7317,26.9273,0
"11846",159,2014-06-07,25.35,23.9032,27.0724,0
"11847",160,2014-06-08,25.57,24.0759,27.2134,0
"11848",161,2014-06-09,25.1,24.2477,27.3438,0
"11849",162,2014-06-10,25.97,24.4164,27.4598,0
"11850",163,2014-06-11,26.76,24.5795,27.5645,0
"11851",164,2014-06-12,25.13,24.7359,27.6605,0
"11852",165,2014-06-13,25.41,24.8861,27.7494,0
"11853",166,2014-06-14,25.84,25.0319,27.8335,0
"11854",167,2014-06-15,25,25.1744,27.9174,0
"11855",168,2014-06-16,26.17,25.316,28.0045,0
"11856",169,2014-06-17,27.93,25.4559,28.0974,0
"11857",170,2014-06-18,28.89,25.5936,28.1961,0
"11858",171,2014-06-19,29.1,25.7273,28.2965,0
"11859",172,2014-06-20,28.04,25.8563,28.3893,0
"11860",173,2014-06-21,27.3,25.9813,28.4834,0
"11861",174,2014-06-22,26.01,26.1027,28.5679,0
"11862",175,2014-06-23,25.56,26.2216,28.6518,0
"11863",176,2014-06-24,26.15,26.3383,28.7346,0
"11864",177,2014-06-25,27.5,26.4523,28.8157,0
"11865",178,2014-06-26,28.27,26.563,28.8904,0
"11866",179,2014-06-27,28.36,26.6678,28.9626,0
"11867",180,2014-06-28,26.8,26.7672,29.0271,0
"11868",181,2014-06-29,26.87,26.8619,29.086,0
"11869",182,2014-06-30,27.78,26.9528,29.1449,0
"11870",183,2014-07-01,28.33,27.0414,29.2005,0
"11871",184,2014-07-02,28.91,27.1281,29.2537,0
"11872",185,2014-07-03,29.63,27.213,29.3084,0
"11873",186,2014-07-04,27.77,27.296,29.3612,0
"11874",187,2014-07-05,25.85,27.3757,29.4129,0
"11875",188,2014-07-06,25.98,27.4499,29.4668,0
"11876",189,2014-07-07,26.08,27.5184,29.5229,0
"11877",190,2014-07-08,27.74,27.582,29.5798,0
"11878",191,2014-07-09,27.72,27.6402,29.6326,0
"11879",192,2014-07-10,26.32,27.6927,29.6831,0
"11880",193,2014-07-11,25.83,27.7402,29.7347,0
"11881",194,2014-07-12,26.58,27.7829,29.786,0
"11882",195,2014-07-13,27.3,27.8206,29.8372,0
"11883",196,2014-07-14,28,27.8548,29.8848,0
"11884",197,2014-07-15,28.2,27.8865,29.9292,0
"11885",198,2014-07-16,26.69,27.9169,29.9714,0
"11886",199,2014-07-17,26.05,27.9444,30.0087,0
"11887",200,2014-07-18,26.03,27.9678,30.0383,0
"11888",201,2014-07-19,25.28,27.9858,30.0626,0
"11889",202,2014-07-20,25.23,27.9986,30.0835,0
"11890",203,2014-07-21,25.49,28.0071,30.1031,0
"11891",204,2014-07-22,26.42,28.0115,30.1195,0
"11892",205,2014-07-23,28.11,28.0125,30.1343,0
"11893",206,2014-07-24,27.82,28.0114,30.1425,0
"11894",207,2014-07-25,27.03,28.0066,30.1494,0
"11895",208,2014-07-26,27.01,27.9965,30.1491,0
"11896",209,2014-07-27,26.57,27.9814,30.1397,0
"11897",210,2014-07-28,26.99,27.964,30.1236,0
"11898",211,2014-07-29,26.27,27.946,30.1066,0
"11899",212,2014-07-30,25.98,27.9273,30.0879,0
"11900",213,2014-07-31,26.35,27.9065,30.0648,0
"11901",214,2014-08-01,25.59,27.883,30.0394,0
"11902",215,2014-08-02,23.97,27.856,30.011,0
"11903",216,2014-08-03,24.63,27.8249,29.9775,0
"11904",217,2014-08-04,25.68,27.7882,29.9411,0
"11905",218,2014-08-05,26.87,27.7479,29.9016,0
"11906",219,2014-08-06,27.68,27.7059,29.8585,0
"11907",220,2014-08-07,27.99,27.6622,29.8121,0
"11908",221,2014-08-08,27.41,27.6167,29.7584,0
"11909",222,2014-08-09,26.8,27.57,29.7023,0
"11910",223,2014-08-10,26.82,27.5237,29.6463,0
"11911",224,2014-08-11,26.68,27.4778,29.586,0
"11912",225,2014-08-12,26.63,27.431,29.5214,0
"11913",226,2014-08-13,27.1,27.3837,29.4557,0
"11914",227,2014-08-14,26.52,27.3348,29.3924,0
"11915",228,2014-08-15,26.05,27.2835,29.333,0
"11916",229,2014-08-16,26.68,27.2285,29.274,0
"11917",230,2014-08-17,27.27,27.1694,29.2139,0
"11918",231,2014-08-18,27.21,27.1069,29.1556,0
"11919",232,2014-08-19,26.61,27.0421,29.0931,0
"11920",233,2014-08-20,26.06,26.9747,29.027,0
"11921",234,2014-08-21,27.41,26.9039,28.957,0
"11922",235,2014-08-22,27.64,26.8306,28.8829,0
"11923",236,2014-08-23,26.73,26.7548,28.8075,0
"11924",237,2014-08-24,24.73,26.676,28.7297,0
"11925",238,2014-08-25,23.93,26.5965,28.6496,0
"11926",239,2014-08-26,24.61,26.5178,28.568,0
"11927",240,2014-08-27,25.75,26.4389,28.4884,0
"11928",241,2014-08-28,26.68,26.3571,28.4114,0
"11929",242,2014-08-29,26.66,26.2708,28.3342,0
"11930",243,2014-08-30,26.51,26.1795,28.2549,0
"11931",244,2014-08-31,27.5,26.0833,28.1719,0
"11932",245,2014-09-01,27.98,25.9823,28.0858,0
"11933",246,2014-09-02,28.69,25.8775,27.9952,1
"11934",247,2014-09-03,28.92,25.7696,27.9069,1
"11935",248,2014-09-04,28.64,25.6585,27.8143,1
"11936",249,2014-09-05,28.92,25.5425,27.7208,1
"11937",250,2014-09-06,29.14,25.4208,27.623,1
"11938",251,2014-09-07,27.35,25.2953,27.5164,0
"11939",252,2014-09-08,24.42,25.1678,27.4077,0
"11940",253,2014-09-09,23.14,25.0387,27.3005,0
"11941",254,2014-09-10,23.75,24.9054,27.187,0
"11942",255,2014-09-11,24.89,24.767,27.0722,0
"11943",256,2014-09-12,25.19,24.6236,26.9556,0
"11944",257,2014-09-13,23.87,24.4754,26.834,0
"11945",258,2014-09-14,22.91,24.3235,26.7079,0
"11946",259,2014-09-15,22.95,24.1692,26.5764,0
"11947",260,2014-09-16,23.45,24.012,26.4447,0
"11948",261,2014-09-17,23.65,23.8522,26.3147,0
"11949",262,2014-09-18,23.2,23.6888,26.1848,0
"11950",263,2014-09-19,23.3,23.5205,26.0532,0
"11951",264,2014-09-20,22.91,23.3478,25.9234,0
"11952",265,2014-09-21,23.33,23.1723,25.7953,0
"11953",266,2014-09-22,23.36,22.9946,25.6699,0
"11954",267,2014-09-23,21.07,22.8152,25.5424,0
"11955",268,2014-09-24,19.4,22.6339,25.4124,0
"11956",269,2014-09-25,20.18,22.4488,25.2722,0
"11957",270,2014-09-26,21.22,22.2588,25.1187,0
"11958",271,2014-09-27,21.94,22.066,24.9453,0
"11959",272,2014-09-28,22.7,21.8713,24.7726,0
"11960",273,2014-09-29,22.77,21.675,24.5972,0
"11961",274,2014-09-30,23.18,21.4787,24.4213,0
"11962",275,2014-10-01,22.93,21.2822,24.245,0
"11963",276,2014-10-02,22.26,21.0847,24.0694,0
"11964",277,2014-10-03,21.86,20.8849,23.8938,0
"11965",278,2014-10-04,22.25,20.683,23.717,0
"11966",279,2014-10-05,20.07,20.4805,23.5344,0
"11967",280,2014-10-06,19.01,20.2781,23.3387,0
"11968",281,2014-10-07,18.93,20.0768,23.1454,0
"11969",282,2014-10-08,20.37,19.8746,22.9602,0
"11970",283,2014-10-09,20.45,19.6677,22.7663,0
"11971",284,2014-10-10,20.69,19.4553,22.5638,0
"11972",285,2014-10-11,20.9,19.2395,22.3607,0
"11973",286,2014-10-12,19.6,19.0234,22.155,0
"11974",287,2014-10-13,19.52,18.8089,21.9497,0
"11975",288,2014-10-14,20.91,18.5964,21.7493,0
"11976",289,2014-10-15,21.9,18.3837,21.5495,0
"11977",290,2014-10-16,21.67,18.169,21.3423,0
"11978",291,2014-10-17,20.92,17.9528,21.1343,0
"11979",292,2014-10-18,20.47,17.7348,20.9249,0
"11980",293,2014-10-19,18.04,17.516,20.7114,0
"11981",294,2014-10-20,16.12,17.3002,20.4958,0
"11982",295,2014-10-21,17.1,17.0892,20.2792,0
"11983",296,2014-10-22,17.3,16.88,20.0615,0
"11984",297,2014-10-23,15.61,16.6694,19.832,0
"11985",298,2014-10-24,15.53,16.4568,19.5933,0
"11986",299,2014-10-25,15.77,16.2415,19.3507,0
"11987",300,2014-10-26,15.94,16.0265,19.1181,0
"11988",301,2014-10-27,15.78,15.8131,18.9042,0
"11989",302,2014-10-28,16.76,15.6004,18.714,0
"11990",303,2014-10-29,17.79,15.3883,18.5198,0
"11991",304,2014-10-30,17.37,15.1774,18.3224,0
"11992",305,2014-10-31,15.73,14.9666,18.1223,0
"11993",306,2014-11-01,14.07,14.7565,17.9127,0
"11994",307,2014-11-02,11.52,14.5487,17.7052,0
"11995",308,2014-11-03,10.08,14.344,17.5037,0
"11996",309,2014-11-04,11.15,14.1418,17.2977,0
"11997",310,2014-11-05,12.01,13.9428,17.1032,0
"11998",311,2014-11-06,12.91,13.7469,16.9218,0
"11999",312,2014-11-07,13.28,13.5535,16.7422,0
"12000",313,2014-11-08,11.88,13.363,16.5608,0
"12001",314,2014-11-09,12.16,13.1783,16.3956,0
"12002",315,2014-11-10,12.24,12.9994,16.2363,0
"12003",316,2014-11-11,12.92,12.8252,16.0789,0
"12004",317,2014-11-12,14.13,12.6525,15.9269,0
"12005",318,2014-11-13,12.85,12.48,15.7762,0
"12006",319,2014-11-14,10.51,12.3077,15.6211,0
"12007",320,2014-11-15,8.63,12.1363,15.4594,0
"12008",321,2014-11-16,8.13,11.9662,15.3066,0
"12009",322,2014-11-17,9.77,11.7965,15.1546,0
"12010",323,2014-11-18,10.08,11.6255,15.0009,0
"12011",324,2014-11-19,6.55,11.4545,14.8449,0
"12012",325,2014-11-20,5.8,11.2817,14.6935,0
"12013",326,2014-11-21,5.75,11.1065,14.5396,0
"12014",327,2014-11-22,4.96,10.9302,14.3814,0
"12015",328,2014-11-23,5.45,10.7557,14.2314,0
"12016",329,2014-11-24,9.79,10.5838,14.0846,0
